RecordID,Restaurant Name,City,Entrée Description
6837,Baja Fresh,Orlando,"monterey jack cheese, romaine, caesar cilantro dressing, avocado, pico de gallo, cotija cheese and choice of chicken, steak, carnitas, shrimp, or fish."
6838,Baja Fresh,Orlando,"your choice of charbroiled chicken, pork carnitas or charbroiled steak served in warm grilled corn tortillas with onions, cilantro and salsa."
6839,Baja Fresh,Orlando,"your choice of meat, grilled peppers, chilies, onions, melted jack and cheddar cheese, roasted salsa baja, rice and sour cream."
6840,Monty's Blue Plate Diner,Madison,"scrambled eggs, chorizo sausage, black beans, guacamole, sour cream, and melted cheddar cheese wrapped in a flour tortilla. served with american fried potatoes"
6875,The Braeburn Restaurant,Langley,"scrambled eggs, bacon, black beans, cilantro, green chiles and pepperjack cheese wrapped in a flour tortilla and lightly grilled served with sour cream and our house made salsa, and your choice of our homestyle breakfast potatoes or fresh seasonal fruit"
6883,Clementine's,San Ramon,"a flour tortilla stuffed with pulled pork, eggs, jack and sharp cheddar cheese. topped with fresh salsa, chopped cilantro, diced jalapenos, guacamole and sour cream. served with your choice of potato."
6891,Jake's Tex-Mex Cafe,Bakersfield,"mondo burrito stuffed with your choice of meat, chili beans, rice, and salsa then topped with more fresh mild salsa, jack and cheddar cheeses, guacamole, and sour cream"
6896,Cheeky Taqueria,Suwanee,"grilled flour tortilla filled with refried beans, queso and topped with tomatillo cream sauce. served with lettuce, pico and rice."
6899,Zim Zari Coastal California Grill,Massapequa Park,"wood grilled chicken, jack and cheddar cheese, pinto beans, ginger lime rice, fresh pico de gallo, and homemade guacamole rolled in a roasted flour tortilla"
6900,Zim Zari Coastal California Grill,Massapequa Park,"fire grilled steak with jack and cheddar cheese, our ginger lime rice, fresh pico de gallo, crispy onions and our very own zesty bbq sauce, wrapped in a smoked flour tortilla"
6901,Zim Zari Coastal California Grill,Massapequa Park,"fire grilled chicken, cheddar jack cheese blend, homemade pico de gallo and zesty lime sour cream. served in a pair of flour tortillas"
6902,Zim Zari Coastal California Grill,Massapequa Park,"lightly fried fish, tossed up with cabbage slaw, fresh pico de gallo and a chipotle cheese wrapped up in a flour tortilla."
6903,Zim Zari Coastal California Grill,Massapequa Park,"grilled shrimp and filet mignon tossed up with a chipotle pesto sauce, jack and cheddar cheese, crispy onions served in flour tortillas"
6904,Zim Zari Coastal California Grill,Massapequa Park,"wood grilled seasonal vegetables, jack and cheddar cheese, ginger lime rice, pinto beans, oven roasted garlic tomato salsa in a flame grilled flour tortilla"
6905,Zim Zari Coastal California Grill,Massapequa Park,"tortillas filled with volcano shrimp, crisp lettuce, diced tomatoes and sliced avocado drizzled with a chipotle mayo"
6906,Zim Zari Coastal California Grill,Massapequa Park,"gently fried fish, chipotle cheese, homemade pico de gallo, cabbage slaw, red onions and cilantro served in flour tortillas"
6910,Washington Platform,Cincinnati,"grilled, season whitefish in soft flour tortillas, with fresh lettuce, grilled onion, tomato and sriracha lime sour cream"
6937,El Pollo Ranchero,Alexandria,"combo of chicken breast and steak strips marinated and grilled with onions, tomatoes and bell peppers, rolled up in a flour tortilla with rice, refried beans, guacamole and sour cream, topped with jack and cheddar cheese"
6952,Hyatt Regency Tamaya Resort and Spa,Bernalillo,"citrus marinated mahi mahi, soft flour tortillas, cilantro lime crema, guacamole, pico de gallo, santa fe brown rice, coleslaw"
6957,The Barrio,Seattle,"cheddar cheese scrambled eggs, jalapeno-chicken sausage, guacamole, fresh tomato salsa and pickled jalapeno served with fried potatoes"
6960,Annapurnaâ€™s World Vegetarian CafÃ©,Santa Fe,a new mexican classic brought to you in a large house made chapati filled with our tantalizing spiced tofu crisp home fries smothered with our own green chile sauce melted cheddar cheese and garnished with a fresh pico de gallo
7003,El Coyote Loco,Seaford,"large flour tortilla with beef or chicken beans, cheese, lettuce, topped with green tomato sauce, melted cheese, and sour cream."
7006,El Coyote Loco,Seaford,battered fish deep fried. choice of a crispy or soft flour tortillas. served with our special creamy chipotle sauce.
7008,Capitol City Sports Grille,Los Angeles,"spice rubbed pork with pineapple salsa, queso fresco, black beans, poblano rice, tomaillo salsa, pickled red onion, and romaine lettuce"
7009,Capitol City Sports Grille,Los Angeles,"2 applewood smoked bacon and egg tacos, with our roasted tomato salsa and pickled red onions. served with black beans and rice"
7011,Capitol City Sports Grille,Los Angeles,"2 soyrizo and egg tacos, with our roasted tomato salsa and pickled red onions. served with black beans and rice"
7014,La Casa Sena,Santa Fe,"niman ranch bacon, potatoes, cheddar and jack cheeses, red or green chile, smoked paprika roasted potatoes, refried beans"
7015,La Casa Sena,Santa Fe,"annatto marinated pork belly, shredded cabbage, pickled onions, cotija cheese, chipotle salsa, pico de gallo, black beans, mexican rice"
7025,Jay's Grille & Bar,Denver,"scrambled eggs, cheddar jack cheese, crispy hash browns. with your choice of bacon, sausage or ham stuffed in a grande flour tortilla and smothered with green chili, cheese, lettuce and tomatoes."
7026,Jay's Grille & Bar,Denver,"chicken, steak or pork carnitas wrapped in a giant flour tortilla, smothered with green chili and cheese, served with rice and beans."
7028,Jay's Grille & Bar,Denver,"three corn tortillas loaded with your choice of steak, chicken or pork carnitas, topped with onions, cheese and fresh cilantro, served with rice and beans."
7044,Sunny Street Cafe,Fort Worth,"scrambled eggs, sausage, cheese, onions, tomatoes and peppers folded into a soft tortilla. served with salsa and sour cream"
7047,Don Jose's Mexican Restaurant,Tustin,"an extra large flour tortilla filled with your choice of chile colorado, chile verde or chunky chicken and refried beans then topped with our red chile sauce and melted cheese"
7049,Don Jose's Mexican Restaurant,Tustin,"marinated strips of grilled beef or chicken, onions, peppers and refried beans rolled into a fresh flour tortilla, topped with red chile sauce, guacamole and sour cream"
7051,Don Jose's Mexican Restaurant,Tustin,"two grilled fish or shrimp tacos, salsa, cabbage, cheese and spicy cilantro dressing with mexican rice and beans"
7053,Don Jose's Mexican Restaurant,Tustin,"carnitas, beef, chicken, cheese, refried beans with red chile sauce, guacamole and sour cream. (regular or chimi style)"
7073,Isla Bonita,Richland,"large flour tortilla, filled with tender beef skirt steak. cooked with green peppers and onions. topped with tomatoes, onion, guacamole and sour cream. no tortillas on the side."
7078,Mollie's,Stroudsburg,"seasoned chicken and rice wrapped in a flour tortilla with cheddar cheese, lettuce,  tomato and smothered in a pork green chile sauce"
7082,Bimini Bar and Grill,Osprey,"three soft flour tortillas, grilled white basa filet, pico de gallo, fresh cilantro- cabbage slaw and chipotle aioli"
7103,Feast Restaurant & Bar,Chicago,"flour tortilla, scrambled eggs, pepper jack, refried beans, guacamole, sour cream, side of pico de gallo, feast potatoes"
7106,Jose's Mexican Cantina,Warren,"a large flour tortilla wrapped around your choice of filling cheese, chicken, beef or pork. smothered in mild red or spicy green sauce and topped with melted cheese, lettuce and tomato."
7107,Jose's Mexican Cantina,Warren,"fresh swordfish steak marinated and broiled in a tasty mayan sauce made of loroco, capers, onions and lemon."
7109,Jose's Mexican Cantina,Warren,"charbroiled tender slices of flank steak, combined with sauteed red sliced onions and bell peppers, corn, fresh cilantro and spices. served with warm tortillas, sour cream and tomatoes to make your own soft tacos. guacamole and refried beans on side. choice of soup."
7111,Jose's Mexican Cantina,Warren,"marinated and charbroiled fillings served with piping hot flour or corn tortillas to make your own soft tacos. served with guacamole, sour cream and salsa."
7116,Casa de Reyes,San Diego,"our juicy chicken rolled in a corn tortilla and fried crispy, topped with melted cheddar cheese, jalapeno cream, pico de gallo and guacamole"
7118,Casa de Reyes,San Diego,"grilled fish or shrimp on a soft corn tortilla with a shredded green and red cabbage slaw, spicy cream, cotija cheese, cheddar and jack cheese, pico de gallo and avocado"
7120,Casa de Reyes,San Diego,"served with soft corn tortillas, pico de gallo and guacamole tender slow roasted pork carnitas, adobada pork, shredded beef, grilled carne asada, stewed chicken or vegetarian"
7131,FuNuGyz,Parker,"a huge tortilla stuffed with eggs, sausage, hash browns, onions, tomatoes, and peppers, smothered in cheese and our signature pork green chili. served with rice and beans."
7132,FuNuGyz,Parker,"grilled white fish, chipotle mayo, cabbage, shredded cheese, and pico de gallo. served with rice and beans, salsa, and fresh lime wedges. your choice of 3 soft flour, 4 soft corn, or 4 hard corn tortillas."
7135,Pita Grill,Long Beach,"3 soft tacos with blackened tilapia, pico de gallo, lettuce, low fat sour cream and avocado spread. served with mexican corn on the cob"
7136,Charly's Pub & Grill,Flagstaff,"authentic mexican soft tacos with chicken, beef, or veggies, tomatoes, onions, cabbage and fresh cilantro. served with rice and beans."
7137,Charly's Pub & Grill,Flagstaff,"traditional fry bread topped with your choice of chicken, beef, or veggies, and covered with cheese, lettuce, tomatoes, cilantro, black olives, onions, and beans."
7146,Baja Bud's,Los Angeles,"flour tortilla with melted jack cheese, salsa fresh guacamole and sour cream with your choice of grilled chicken .steak, fish or carnitas"
7147,Baja Bud's,Los Angeles,"flour tortilla with melted jack cheese, black beans, rice salsa, lettuce , guacamole , sour cream, your choice of grilled chicken, steak .fish or carnitas"
7164,MaryAnn's Mexican Restaurant,Port Chester,"a flour tortilla stuffed with fresh salsa, lettuce, your choice of black or pinto beans and jack cheese topped with red sauce and melted cheddar cheese, served with rice and beans."
7165,MaryAnn's Mexican Restaurant,Port Chester,a flour tortilla stuffed with scrambled eggs and chili beef topped with spanish sauce and melted cheese served with rice and vegetable
7167,MaryAnn's Mexican Restaurant,Port Chester,two handmade soft corn tortillas stuffed with spice rubbed tilapia filet corn lettuce and fresh salsa served with rice refried beans and sliced avocado
7168,MaryAnn's Mexican Restaurant,Port Chester,slow roasted shredded pork rolled in a flour tortilla and served with soanish rice and beans topped with cheese salsa fresca and sour cream
7169,MaryAnn's Mexican Restaurant,Port Chester,"a classic of grilled sirloin, pinto beans, lettuce and salsa wrapped in a flour tortilla, topped with spanish sauce and melted jack cheese served with rice and refried beans."
7170,MaryAnn's Mexican Restaurant,Port Chester,red onions and mushrooms sauteed in garlic butter with fresh leaf spinach wrapped in a whole wheat tortilla with tomatillo sauce and cheese
7172,MaryAnn's Mexican Restaurant,Port Chester,"your choice of chicken, beef, roasted pork, beans, turkey chili, cheese, or vegetables served with rice and beans"
7174,MaryAnn's Mexican Restaurant,Port Chester,"breast of chicken baked with mild green chile topped with tomatillo, melted cheddar and guacamole served with rice and beans."
7175,MaryAnn's Mexican Restaurant,Port Chester,an assortment of fresh vegetables sauteed with garlic rolled in a whole wheat tortilla and topped with enchilada sauce and melted cheddar cheese served with red rice and black beans
7183,Gilbert's El Indio,Santa Monica,"chorizo, eggs, beans, lettuce and avocado, topped with salsa espanola and cheese. tortillas are not included."
7186,Gilbert's El Indio,Santa Monica,"rice, beans, avocado, lettuce, and tomato burrito, topped with melted cheese and our tasty verde sauce, (kettle beans upon request)"
7187,Super Tacos & Bakery,Washington,"served with pinto beans, rice, cheese, salsa, sour cream, guacamole, pico de gallo and lettuce. chips , nacho cheese and salsa on the side."
